 # Number of iterations in MCMC :       100000
 # Weight   -ln(L/L_{max})    A    bw 
           1   9999999982.9947281        12.589396476745605       -3.3478133678436279     
           2   9999999983.7237263        12.557405471801758       -3.2888154983520508     
           1   9999999984.3891468        12.633956909179688       -3.5358436107635498     
           1   9999999983.6207409        12.557963371276855       -3.2778487205505371     
           1   9999999983.4189548        12.623851776123047       -3.4681539535522461     
           1   9999999983.1531696        12.601006507873535       -3.3454654216766357     
           3   9999999983.4962502        12.632893562316895       -3.4521803855895996     
           1   9999999984.3601665        12.629927635192871       -3.5284259319305420     
           5   9999999983.5657520        12.631415367126465       -3.4843647480010986     
           3   9999999983.8842525        12.640450477600098       -3.5122978687286377     
           1   9999999984.3562431        12.629153251647949       -3.3752942085266113     
           1   9999999984.6865520        12.640882492065430       -3.4064567089080811     
           2   9999999985.2807217        12.667577743530273       -3.5042018890380859     
           1   9999999986.3844872        12.633650779724121       -3.3280675411224365     
           1   9999999986.2229652        12.610298156738281       -3.2606813907623291     
           1   9999999984.7248268        12.557850837707520       -3.1808869838714600     
           2   9999999984.0364552        12.627171516418457       -3.3818538188934326     
           7   9999999984.4010487        12.631261825561523       -3.3811869621276855     
           4   9999999983.7359066        12.566267967224121       -3.2387599945068359     
           1   9999999983.4647598        12.583212852478027       -3.3790636062622070     
           2   9999999983.2258625        12.621196746826172       -3.4186100959777832     
           4   9999999983.4944401        12.607902526855469       -3.3429746627807617     
           1   9999999983.2540951        12.621496200561523       -3.4148910045623779     
           1   9999999983.3249321        12.626472473144531       -3.4366030693054199     
           2   9999999982.9845676        12.602268218994141       -3.3749065399169922     
           1   9999999984.0831184        12.572644233703613       -3.3735883235931396     
           1   9999999984.3629932        12.578782081604004       -3.4042389392852783     
           3   9999999984.2462063        12.541255950927734       -3.2366757392883301     
           2   9999999984.5659866        12.578806877136230       -3.4111878871917725     
           3   9999999983.5241013        12.621447563171387       -3.4738750457763672     
           1   9999999983.3403225        12.567055702209473       -3.2916519641876221     
           1   9999999984.4194813        12.536267280578613       -3.2083208560943604     
           2   9999999984.3318787        12.562548637390137       -3.2036912441253662     
           1   9999999984.0156727        12.634692192077637       -3.4128034114837646     
           4   9999999982.9722710        12.599620819091797       -3.3708877563476563     
           2   9999999982.9762592        12.597016334533691       -3.3733267784118652     
           1   9999999984.8816242        12.602547645568848       -3.4869570732116699     
           1   9999999983.6004314        12.579694747924805       -3.2671062946319580     
           2   9999999983.2413559        12.594031333923340       -3.3198630809783936     
           4   9999999983.8559361        12.629388809204102       -3.5042314529418945     
           1   9999999984.6683064        12.648072242736816       -3.5644032955169678     
           1   9999999987.0702019        12.701699256896973       -3.6566488742828369     
           4   9999999985.0564518        12.670313835144043       -3.5599997043609619     
           1   9999999985.4567108        12.659305572509766       -3.6078586578369141     
           1   9999999983.7818851        12.632500648498535       -3.4176611900329590     
           4   9999999984.3506718        12.558980941772461       -3.3350970745086670     
           4   9999999984.5248280        12.534069061279297       -3.2061908245086670     
           3   9999999985.1080532        12.592566490173340       -3.4671618938446045     
           1   9999999983.4892635        12.563520431518555       -3.2974383831024170     
           1   9999999983.5857830        12.578483581542969       -3.3700079917907715     
           3   9999999983.7730465        12.563321113586426       -3.3224897384643555     
           2   9999999983.3597832        12.599718093872070       -3.4208817481994629     
           2   9999999983.2379742        12.607441902160645       -3.4301919937133789     
           3   9999999983.3455734        12.625068664550781       -3.4216427803039551     
           4   9999999984.3586349        12.553740501403809       -3.1911635398864746     
           1   9999999983.1387711        12.589370727539063       -3.3180606365203857     
           2   9999999983.6403217        12.569168090820313       -3.3384678363800049     
           4   9999999983.0929527        12.614497184753418       -3.4081373214721680     
           1   9999999985.5771103        12.613993644714355       -3.5335593223571777     
           1   9999999985.0187168        12.559299468994141       -3.3613905906677246     
           1   9999999986.0581341        12.550835609436035       -3.3628294467926025     
           3   9999999988.7735863        12.479283332824707       -3.1400966644287109     
           1   9999999986.7953243        12.516498565673828       -3.0603542327880859     
           2   9999999985.7120571        12.533689498901367       -3.1140635013580322     
           1   9999999983.8043690        12.601909637451172       -3.4484910964965820     
           6   9999999983.4496059        12.627836227416992       -3.4237356185913086     
           2   9999999983.0061626        12.590395927429199       -3.3593792915344238     
           2   9999999983.4352531        12.565130233764648       -3.2658522129058838     
           2   9999999983.5555935        12.565232276916504       -3.3146474361419678     
           3   9999999983.0570908        12.604508399963379       -3.3670582771301270     
           3   9999999983.0215034        12.605184555053711       -3.4008579254150391     
           2   9999999983.2842464        12.596723556518555       -3.4083008766174316     
           1   9999999983.3621235        12.616022109985352       -3.4546885490417480     
           1   9999999983.7343407        12.575700759887695       -3.3682065010070801     
           3   9999999983.4436874        12.582255363464355       -3.3746025562286377     
           4   9999999983.0286007        12.585228919982910       -3.3351078033447266     
           2   9999999984.4831276        12.535008430480957       -3.1974973678588867     
           1   9999999983.2041264        12.618537902832031       -3.4063396453857422     
           1   9999999983.2792587        12.615461349487305       -3.3836972713470459     
           1   9999999983.5424976        12.619146347045898       -3.4717202186584473     
           2   9999999983.9796352        12.620208740234375       -3.4957444667816162     
           2   9999999984.1807041        12.632849693298340       -3.5251476764678955     
           2   9999999984.6436901        12.569288253784180       -3.3832228183746338     
           7   9999999983.6588802        12.587597846984863       -3.4030017852783203     
           1   9999999983.6867504        12.599626541137695       -3.4376041889190674     
           5   9999999983.0559349        12.609761238098145       -3.4121239185333252     
           1   9999999984.5055294        12.659181594848633       -3.5409018993377686     
           1   9999999983.8710804        12.581950187683105       -3.3951990604400635     
           7   9999999983.0142765        12.588097572326660       -3.3355638980865479     
           2   9999999982.9760971        12.601440429687500       -3.3768179416656494     
           2   9999999984.2264824        12.624726295471191       -3.5142056941986084     
           4   9999999983.3195305        12.612793922424316       -3.4463214874267578     
           3   9999999983.5121155        12.607208251953125       -3.3398616313934326     
           3   9999999985.2321224        12.673446655273438       -3.5713272094726563     
           2   9999999983.8270779        12.640224456787109       -3.4546186923980713     
           2   9999999984.1625423        12.649154663085938       -3.4777235984802246     
           2   9999999984.2979279        12.652283668518066       -3.5393514633178711     
           2   9999999984.7858276        12.663858413696289       -3.5633332729339600     
           2   9999999983.6717052        12.631827354431152       -3.4227645397186279     
           2   9999999984.0478191        12.646102905273438       -3.5230507850646973     
           5   9999999984.6697311        12.553582191467285       -3.3273971080780029     
           3   9999999983.5115509        12.630475044250488       -3.4785926342010498     
           2   9999999983.6233654        12.627821922302246       -3.4878888130187988     
           1   9999999983.1436443        12.613415718078613       -3.4298799037933350     
           1   9999999983.8169212        12.627935409545898       -3.5002326965332031     
           1   9999999984.4365749        12.613080978393555       -3.4982440471649170     
           6   9999999983.4776955        12.622809410095215       -3.4721939563751221     
           1   9999999984.0585575        12.581816673278809       -3.2504980564117432     
           1   9999999984.1565437        12.650688171386719       -3.4912810325622559     
           1   9999999984.9853897        12.667757987976074       -3.5327062606811523     
           3   9999999983.1882839        12.595100402832031       -3.3266024589538574     
          10   9999999983.0092106        12.587600708007813       -3.3451654911041260     
           4   9999999983.1927395        12.611784934997559       -3.3776552677154541     
           1   9999999985.7029362        12.667864799499512       -3.4827702045440674     
           1   9999999985.8001595        12.680813789367676       -3.5573406219482422     
           1   9999999986.9015045        12.696771621704102       -3.6665313243865967     
           1   9999999985.8210125        12.663497924804688       -3.6255593299865723     
           1   9999999985.0154285        12.666087150573730       -3.5147809982299805     
           3   9999999983.7198181        12.587669372558594       -3.2779049873352051     
           3   9999999983.8273106        12.560544967651367       -3.3137168884277344     
           4   9999999983.5467987        12.607771873474121       -3.4502789974212646     
           4   9999999984.0950012        12.568091392517090       -3.2226948738098145     
           1   9999999986.8662605        12.699239730834961       -3.6357212066650391     
           4   9999999987.2775860        12.671453475952148       -3.4420022964477539     
           1   9999999983.2698231        12.622309684753418       -3.4171154499053955     
           3   9999999983.8954391        12.550448417663574       -3.2259230613708496     
           3   9999999983.3344841        12.617897987365723       -3.4550209045410156     
           6   9999999984.2501431        12.644369125366211       -3.5395922660827637     
           3   9999999984.9767647        12.644327163696289       -3.5733258724212646     
           1   9999999985.7828503        12.665285110473633       -3.6253597736358643     
           1   9999999985.5085983        12.673784255981445       -3.6093010902404785     
           2   9999999983.8736763        12.625518798828125       -3.4998509883880615     
           1   9999999983.3528957        12.616930961608887       -3.4552843570709229     
